Horse_ID,Heart_Rate,Respiration_Rate,Temperature,Movement_Activity,Reaction_Score,Therapy_Readiness,Health_Status,Readiness_Score,Alert,Care_Recommendation
TH02596,45,15,37.6,8,4,High,Healthy,0.87,No Alert,No Change
TH02597,30,12,37.1,7,3,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH02598,53,20,37.9,3,2,High,Healthy,0.56,No Alert,No Change
TH02599,30,9,37.6,8,2,Medium,Critical,0.24,Emergency,Veterinary Checkup
TH02600,60,19,36.5,4,3,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH02601,41,12,37.7,2,2,High,Healthy,0.25,No Alert,No Change
TH02602,42,15,37.7,5,4,High,Healthy,0.35,No Alert,No Change
TH02603,38,16,37.5,1,1,High,Critical,0.53,Emergency,Veterinary Checkup
TH02604,42,13,37.9,8,3,High,Healthy,0.29,No Alert,No Change
TH02605,59,19,37.2,8,4,High,Healthy,0.33,No Alert,No Change
TH02606,30,13,37.7,3,1,Medium,Critical,0.56,Emergency,Veterinary Checkup
TH02607,57,20,36.7,1,2,Medium,Critical,0.47,Emergency,Veterinary Checkup
TH02608,48,17,37.7,4,2,High,Healthy,0.57,No Alert,No Change
TH02609,32,8,38.5,9,2,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH02610,34,13,37.0,9,2,Medium,Critical,0.72,Emergency,Veterinary Checkup
TH02611,61,18,37.1,1,4,High,Healthy,0.95,No Alert,No Change
TH02612,35,9,37.1,7,4,High,Critical,0.29,Emergency,Veterinary Checkup
TH02613,33,10,37.6,6,1,Medium,Critical,0.28,Emergency,Veterinary Checkup
TH02614,56,17,37.0,7,3,High,Healthy,0.88,No Alert,No Change
TH02615,48,16,37.7,7,1,High,Healthy,0.61,No Alert,No Change
TH02616,35,9,37.9,8,3,High,Critical,0.81,Emergency,Veterinary Checkup
TH02617,47,18,37.8,8,2,High,Healthy,0.37,No Alert,No Change
TH02618,34,14,36.6,2,2,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02619,56,15,38.0,4,2,High,Healthy,0.94,No Alert,No Change
TH02620,55,20,38.0,4,2,High,Healthy,0.71,No Alert,No Change
TH02621,50,15,37.9,8,4,High,Healthy,0.28,No Alert,No Change
TH02622,48,18,37.7,3,1,High,Healthy,0.92,No Alert,No Change
TH02623,62,21,37.6,3,3,High,Healthy,0.83,No Alert,No Change
TH02624,44,15,38.0,2,3,High,Healthy,0.8,No Alert,No Change
TH02625,33,11,38.5,1,4,Medium,Critical,0.23,Emergency,Veterinary Checkup
TH02626,49,19,37.0,8,2,High,Healthy,0.84,No Alert,No Change
TH02627,65,19,38.0,9,1,High,Healthy,0.31,No Alert,No Change
TH02628,34,13,37.5,9,2,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH02629,41,16,37.4,8,4,High,Healthy,0.66,No Alert,No Change
TH02630,49,18,36.7,5,3,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH02631,44,19,37.4,1,4,High,Healthy,0.73,No Alert,No Change
TH02632,35,11,37.0,9,3,High,Critical,0.69,Emergency,Veterinary Checkup
TH02633,56,21,37.3,6,1,High,Healthy,0.29,No Alert,No Change
TH02634,68,22,37.0,7,3,Low,Healthy,0.72,No Alert,No Change
TH02635,46,18,37.3,8,1,High,Healthy,0.94,No Alert,No Change
TH02636,35,12,37.3,5,2,High,Critical,0.33,Emergency,Veterinary Checkup
TH02637,30,9,37.5,6,2,Medium,Critical,0.68,Emergency,Veterinary Checkup
TH02638,47,18,36.7,7,4,Medium,Critical,0.47,Emergency,Veterinary Checkup
TH02639,56,18,36.8,7,1,Medium,Healthy,0.57,No Alert,No Change
TH02640,49,14,37.7,2,2,High,Healthy,0.43,No Alert,No Change
TH02641,44,14,37.1,1,1,High,Healthy,0.48,No Alert,No Change
TH02642,39,14,38.0,8,2,High,Critical,0.22,Emergency,Veterinary Checkup
TH02643,34,14,37.6,5,2,Medium,Critical,0.99,Emergency,Veterinary Checkup
TH02644,53,18,37.8,2,3,High,Healthy,0.7,No Alert,No Change
TH02645,54,21,38.2,3,4,High,Healthy,0.6,No Alert,No Change
TH02646,30,8,37.3,6,3,Medium,Critical,0.51,Emergency,Veterinary Checkup
TH02647,60,19,37.2,6,1,High,Healthy,0.63,No Alert,No Change
TH02648,50,16,37.9,8,2,High,Healthy,0.5,No Alert,No Change
TH02649,58,19,37.8,5,4,High,Healthy,0.49,No Alert,No Change
TH02650,31,11,37.4,5,2,Medium,Critical,0.57,Emergency,Veterinary Checkup
TH02651,31,12,38.2,7,2,Medium,Critical,0.42,Emergency,Veterinary Checkup
TH02652,43,13,37.4,5,3,High,Healthy,0.34,No Alert,No Change
TH02653,50,17,37.5,9,1,High,Healthy,0.65,No Alert,No Change
TH02654,62,21,37.5,6,4,High,Healthy,0.87,No Alert,No Change
TH02655,52,15,37.0,7,4,High,Healthy,0.32,No Alert,No Change
TH02656,42,14,37.5,8,4,High,Healthy,0.23,No Alert,No Change
TH02657,34,11,38.2,5,1,Medium,Critical,0.4,Emergency,Veterinary Checkup
TH02658,57,19,37.7,4,4,High,Healthy,0.98,No Alert,No Change
TH02659,35,12,37.5,8,1,High,Critical,0.86,Emergency,Veterinary Checkup
TH02660,61,20,37.4,9,4,High,Healthy,0.68,No Alert,No Change
TH02661,42,13,37.7,1,2,High,Healthy,0.94,No Alert,No Change
TH02662,60,23,37.9,3,1,High,Healthy,0.56,No Alert,No Change
TH02663,51,15,37.8,4,3,High,Healthy,0.99,No Alert,No Change
TH02664,43,13,37.3,7,4,High,Healthy,0.44,No Alert,No Change
TH02665,39,19,37.7,6,3,High,Critical,0.39,Emergency,Veterinary Checkup
TH02666,41,12,37.7,1,1,High,Healthy,0.71,No Alert,No Change
TH02667,49,14,37.0,4,2,High,Healthy,0.5,No Alert,No Change
TH02668,45,16,37.6,6,3,High,Healthy,0.7,No Alert,No Change
TH02669,39,9,36.5,3,3,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH02670,43,14,37.7,2,2,High,Healthy,0.69,No Alert,No Change
TH02671,45,19,37.8,2,2,High,Healthy,0.42,No Alert,No Change
TH02672,30,8,37.9,4,1,Medium,Critical,0.24,Emergency,Veterinary Checkup
TH02673,49,12,37.3,1,4,High,Healthy,0.93,No Alert,No Change
TH02674,35,9,37.7,2,3,High,Critical,0.91,Emergency,Veterinary Checkup
TH02675,33,13,38.2,2,3,Medium,Critical,0.98,Emergency,Veterinary Checkup
TH02676,30,12,38.2,4,1,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH02677,30,9,37.5,4,4,Medium,Critical,0.75,Emergency,Veterinary Checkup
TH02678,31,12,37.6,1,1,Medium,Critical,0.65,Emergency,Veterinary Checkup
TH02679,37,15,38.1,7,3,High,Critical,0.3,Emergency,Veterinary Checkup
TH02680,64,25,36.7,7,3,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH02681,39,13,37.3,1,2,High,Critical,0.43,Emergency,Veterinary Checkup
TH02682,46,11,38.2,8,2,High,Healthy,0.91,No Alert,No Change
TH02683,49,15,38.0,7,4,High,Healthy,0.34,No Alert,No Change
TH02684,46,14,37.7,7,3,High,Healthy,0.94,No Alert,No Change
TH02685,44,14,36.7,6,3,Medium,Critical,0.62,Emergency,Veterinary Checkup
TH02686,33,11,37.5,4,2,Medium,Critical,0.77,Emergency,Veterinary Checkup
TH02687,59,22,37.2,8,1,High,Healthy,0.29,No Alert,No Change
TH02688,63,24,37.7,2,1,High,Healthy,0.42,No Alert,No Change
TH02689,30,10,37.1,7,3,Medium,Critical,0.97,Emergency,Veterinary Checkup
TH02690,34,14,37.0,3,3,Medium,Critical,0.41,Emergency,Veterinary Checkup
TH02691,42,15,36.5,3,4,Medium,Critical,0.44,Emergency,Veterinary Checkup
TH02692,35,12,38.1,7,4,High,Critical,0.36,Emergency,Veterinary Checkup
TH02693,50,18,37.3,3,2,High,Healthy,0.3,No Alert,No Change
TH02694,37,12,37.6,5,3,High,Critical,0.39,Emergency,Veterinary Checkup
TH02695,66,26,37.5,8,1,Low,Healthy,0.71,No Alert,No Change
TH02696,56,16,37.0,4,4,High,Healthy,0.56,No Alert,No Change
TH02697,47,15,36.9,7,2,Medium,Healthy,0.64,No Alert,No Change
TH02698,55,18,37.0,7,2,High,Healthy,0.3,No Alert,No Change
TH02699,56,20,37.1,2,1,High,Healthy,0.84,No Alert,No Change
TH02700,39,16,37.7,8,4,High,Critical,0.83,Emergency,Veterinary Checkup
TH02701,36,12,37.1,9,1,High,Critical,0.22,Emergency,Veterinary Checkup
TH02702,45,12,38.4,6,2,High,Healthy,0.51,No Alert,No Change
TH02703,53,19,38.0,5,3,High,Healthy,0.26,No Alert,No Change
TH02704,46,17,37.9,1,1,High,Healthy,0.83,No Alert,No Change
TH02705,30,8,37.4,1,2,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02706,36,12,38.3,9,3,High,Critical,0.92,Emergency,Veterinary Checkup
TH02707,44,11,37.4,4,3,High,Healthy,0.39,No Alert,No Change
TH02708,44,13,37.5,1,4,High,Healthy,0.57,No Alert,No Change
TH02709,64,20,37.6,3,4,High,Healthy,0.35,No Alert,No Change
TH02710,31,12,37.9,6,2,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH02711,50,17,37.8,8,1,High,Healthy,0.62,No Alert,No Change
TH02712,59,17,37.3,2,3,High,Healthy,0.24,No Alert,No Change
TH02713,67,24,37.2,8,4,Low,Healthy,0.77,No Alert,No Change
TH02714,40,10,37.8,1,4,High,Healthy,0.63,No Alert,No Change
TH02715,49,17,37.9,2,1,High,Healthy,0.86,No Alert,No Change
TH02716,50,15,37.3,8,4,High,Healthy,0.42,No Alert,No Change
TH02717,46,15,36.7,7,2,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH02718,44,16,37.4,5,1,High,Healthy,1.0,No Alert,No Change
TH02719,49,17,37.8,2,3,High,Healthy,0.94,No Alert,No Change
TH02720,30,13,38.4,9,2,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH02721,51,17,36.9,5,3,Medium,Healthy,0.85,No Alert,No Change
TH02722,46,16,37.3,8,3,High,Healthy,0.66,No Alert,No Change
TH02723,42,13,37.3,4,4,High,Healthy,0.35,No Alert,No Change
TH02724,65,22,38.2,9,2,High,Healthy,0.74,No Alert,No Change
TH02725,38,14,37.5,7,2,High,Critical,0.77,Emergency,Veterinary Checkup
TH02726,40,13,37.0,2,1,High,Healthy,0.99,No Alert,No Change
TH02727,64,18,37.8,3,2,High,Healthy,0.63,No Alert,No Change
TH02728,36,13,37.3,2,1,High,Critical,0.42,Emergency,Veterinary Checkup
TH02729,39,14,36.9,5,2,Medium,Critical,0.75,Emergency,Veterinary Checkup
TH02730,43,13,37.1,2,3,High,Healthy,0.98,No Alert,No Change
TH02731,53,15,38.4,5,1,High,Healthy,0.34,No Alert,No Change
TH02732,47,19,37.7,9,2,High,Healthy,0.46,No Alert,No Change
TH02733,32,12,37.6,2,1,Medium,Critical,0.63,Emergency,Veterinary Checkup
TH02734,39,13,37.4,9,4,High,Critical,0.34,Emergency,Veterinary Checkup
TH02735,38,10,37.6,7,4,High,Critical,0.22,Emergency,Veterinary Checkup
TH02736,44,13,37.6,7,1,High,Healthy,0.47,No Alert,No Change
TH02737,49,19,37.6,5,1,High,Healthy,0.89,No Alert,No Change
TH02738,49,17,37.6,8,3,High,Healthy,0.23,No Alert,No Change
TH02739,30,9,37.9,7,2,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH02740,55,19,37.5,6,4,High,Healthy,0.81,No Alert,No Change
TH02741,47,14,37.0,2,4,High,Healthy,0.96,No Alert,No Change
TH02742,58,22,37.2,6,2,High,Healthy,0.99,No Alert,No Change
TH02743,49,19,36.5,2,4,Medium,Critical,0.54,Emergency,Veterinary Checkup
TH02744,56,18,38.5,1,4,High,Healthy,0.96,No Alert,No Change
TH02745,49,15,37.9,9,1,High,Healthy,0.23,No Alert,No Change
TH02746,58,14,37.1,5,4,High,Healthy,0.8,No Alert,No Change
TH02747,50,14,37.4,4,4,High,Healthy,0.71,No Alert,No Change
TH02748,44,12,37.2,8,4,High,Healthy,0.4,No Alert,No Change
TH02749,67,23,38.3,5,2,Low,Healthy,0.61,No Alert,No Change
TH02750,53,17,36.8,7,3,Medium,Healthy,0.3,No Alert,No Change
TH02751,50,14,37.6,3,1,High,Healthy,0.9,No Alert,No Change
TH02752,32,10,37.4,8,3,Medium,Critical,0.49,Emergency,Veterinary Checkup
TH02753,32,12,37.9,8,4,Medium,Critical,0.7,Emergency,Veterinary Checkup
TH02754,47,17,37.4,3,4,High,Healthy,0.33,No Alert,No Change
TH02755,46,12,36.6,9,4,Medium,Critical,0.36,Emergency,Veterinary Checkup
TH02756,38,12,37.4,8,3,High,Critical,0.99,Emergency,Veterinary Checkup
TH02757,46,13,37.0,1,2,High,Healthy,0.8,No Alert,No Change
TH02758,60,22,37.5,8,2,High,Healthy,0.97,No Alert,No Change
TH02759,51,19,38.2,4,1,High,Healthy,0.44,No Alert,No Change
TH02760,33,9,36.6,6,3,Medium,Critical,0.33,Emergency,Veterinary Checkup
TH02761,43,13,37.1,9,2,High,Healthy,0.6,No Alert,No Change
TH02762,36,11,37.2,5,1,High,Critical,0.6,Emergency,Veterinary Checkup
TH02763,41,9,37.3,7,4,High,Healthy,0.34,No Alert,No Change
TH02764,40,14,37.9,1,4,High,Healthy,0.79,No Alert,No Change
TH02765,40,13,37.4,9,1,High,Healthy,0.49,No Alert,No Change
TH02766,32,13,37.7,6,2,Medium,Critical,0.35,Emergency,Veterinary Checkup
TH02767,43,12,37.2,4,3,High,Healthy,0.47,No Alert,No Change
TH02768,39,12,37.6,6,1,High,Critical,0.65,Emergency,Veterinary Checkup
TH02769,30,8,37.9,5,2,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02770,65,20,37.1,3,1,High,Healthy,0.59,No Alert,No Change
TH02771,55,16,37.9,7,2,High,Healthy,0.62,No Alert,No Change
TH02772,41,16,37.5,3,4,High,Healthy,0.31,No Alert,No Change
TH02773,45,14,38.0,2,1,High,Healthy,0.93,No Alert,No Change
TH02774,33,11,37.4,4,3,Medium,Critical,0.94,Emergency,Veterinary Checkup
TH02775,61,20,37.7,7,1,High,Healthy,0.75,No Alert,No Change
TH02776,63,18,37.5,5,4,High,Healthy,0.21,No Alert,No Change
TH02777,46,15,37.5,9,4,High,Healthy,0.63,No Alert,No Change
TH02778,55,20,37.6,7,2,High,Healthy,0.7,No Alert,No Change
TH02779,46,13,37.8,9,4,High,Healthy,1.0,No Alert,No Change
TH02780,31,12,36.9,9,2,Medium,Critical,1.0,Emergency,Veterinary Checkup
TH02781,40,12,38.2,2,4,High,Healthy,0.89,No Alert,No Change
TH02782,46,14,36.6,1,2,Medium,Critical,0.25,Emergency,Veterinary Checkup
TH02783,40,14,37.2,4,3,High,Healthy,0.96,No Alert,No Change
TH02784,42,13,37.5,4,2,High,Healthy,0.69,No Alert,No Change
TH02785,44,15,37.7,2,2,High,Healthy,0.84,No Alert,No Change
TH02786,44,14,38.3,3,3,High,Healthy,0.53,No Alert,No Change
TH02787,45,15,36.6,3,2,Medium,Critical,0.46,Emergency,Veterinary Checkup
TH02788,34,8,37.2,5,2,Medium,Critical,0.57,Emergency,Veterinary Checkup
TH02789,37,9,36.5,1,3,Medium,Critical,0.32,Emergency,Veterinary Checkup
TH02790,32,12,37.5,9,4,Medium,Critical,0.49,Emergency,Veterinary Checkup
TH02791,54,20,37.6,8,1,High,Healthy,0.89,No Alert,No Change
TH02792,30,8,38.3,8,2,Medium,Critical,0.23,Emergency,Veterinary Checkup
TH02793,56,18,37.6,3,4,High,Healthy,0.32,No Alert,No Change
TH02794,58,20,38.0,2,1,High,Healthy,0.3,No Alert,No Change
TH02795,41,15,37.8,1,3,High,Healthy,0.52,No Alert,No Change
TH02796,30,8,37.3,6,2,Medium,Critical,1.0,Emergency,Veterinary Checkup
TH02797,41,12,36.8,1,2,Medium,Healthy,0.34,No Alert,No Change
TH02798,44,14,37.6,5,3,High,Healthy,0.32,No Alert,No Change
TH02799,34,13,36.8,9,2,Medium,Critical,0.93,Emergency,Veterinary Checkup
TH02800,39,18,38.1,9,1,High,Critical,0.91,Emergency,Veterinary Checkup
TH02801,60,20,37.4,4,1,High,Healthy,0.23,No Alert,No Change
TH02802,51,14,38.1,7,3,High,Healthy,0.8,No Alert,No Change
TH02803,35,12,37.3,7,2,High,Critical,0.72,Emergency,Veterinary Checkup
TH02804,30,13,37.6,4,4,Medium,Critical,0.81,Emergency,Veterinary Checkup
TH02805,41,14,37.6,5,2,High,Healthy,0.6,No Alert,No Change
TH02806,42,12,37.5,9,3,High,Healthy,0.99,No Alert,No Change
TH02807,49,18,37.3,7,4,High,Healthy,0.24,No Alert,No Change
TH02808,39,14,37.7,7,1,High,Critical,0.39,Emergency,Veterinary Checkup
TH02809,50,15,37.0,7,1,High,Healthy,0.52,No Alert,No Change
TH02810,64,22,36.9,9,4,Medium,Healthy,0.56,No Alert,No Change
TH02811,53,20,38.1,5,4,High,Healthy,0.94,No Alert,No Change
TH02812,44,17,37.9,6,3,High,Healthy,0.65,No Alert,No Change
TH02813,43,14,37.5,3,2,High,Healthy,0.24,No Alert,No Change
TH02814,41,13,38.3,1,1,High,Healthy,0.53,No Alert,No Change
TH02815,56,21,37.4,2,2,High,Healthy,0.53,No Alert,No Change
TH02816,38,10,38.2,8,1,High,Critical,0.97,Emergency,Veterinary Checkup
TH02817,45,16,37.6,1,2,High,Healthy,0.68,No Alert,No Change
TH02818,45,12,37.0,7,1,High,Healthy,0.71,No Alert,No Change
TH02819,39,15,38.4,5,2,High,Critical,0.77,Emergency,Veterinary Checkup
TH02820,31,10,38.0,6,3,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH02821,48,19,37.4,8,1,High,Healthy,0.71,No Alert,No Change
TH02822,44,16,37.9,4,3,High,Healthy,0.39,No Alert,No Change
TH02823,50,14,37.3,6,1,High,Healthy,0.9,No Alert,No Change
TH02824,39,16,37.9,3,1,High,Critical,0.79,Emergency,Veterinary Checkup
TH02825,57,22,36.5,7,1,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02826,36,14,37.0,2,2,High,Critical,1.0,Emergency,Veterinary Checkup
TH02827,62,19,38.0,8,1,High,Healthy,0.84,No Alert,No Change
TH02828,30,9,37.4,7,3,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02829,49,17,37.6,8,2,High,Healthy,0.96,No Alert,No Change
TH02830,49,15,36.8,2,2,Medium,Healthy,0.32,No Alert,No Change
TH02831,37,16,38.4,3,1,High,Critical,0.6,Emergency,Veterinary Checkup
TH02832,49,17,38.1,4,4,High,Healthy,0.66,No Alert,No Change
TH02833,57,14,37.4,9,2,High,Healthy,0.46,No Alert,No Change
TH02834,30,11,37.3,5,1,Medium,Critical,0.87,Emergency,Veterinary Checkup
TH02835,50,16,38.0,6,3,High,Healthy,0.81,No Alert,No Change
TH02836,30,10,38.5,1,4,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02837,35,11,38.0,4,2,High,Critical,1.0,Emergency,Veterinary Checkup
TH02838,61,22,38.6,4,4,High,Healthy,0.41,No Alert,No Change
TH02839,39,15,37.0,8,2,High,Critical,0.79,Emergency,Veterinary Checkup
TH02840,33,12,37.1,8,4,Medium,Critical,0.64,Emergency,Veterinary Checkup
TH02841,43,14,36.9,6,4,Medium,Healthy,0.45,No Alert,No Change
TH02842,65,22,37.7,8,3,High,Healthy,0.33,No Alert,No Change
TH02843,30,10,37.6,9,4,Medium,Critical,0.92,Emergency,Veterinary Checkup
TH02844,34,10,37.4,5,3,Medium,Critical,0.68,Emergency,Veterinary Checkup
TH02845,59,21,37.9,1,1,High,Healthy,0.86,No Alert,No Change
TH02846,63,22,38.1,1,2,High,Healthy,0.64,No Alert,No Change
TH02847,43,17,36.7,2,3,Medium,Critical,0.38,Emergency,Veterinary Checkup
TH02848,32,13,37.2,2,2,Medium,Critical,0.47,Emergency,Veterinary Checkup
TH02849,65,20,37.9,5,3,High,Healthy,0.51,No Alert,No Change
TH02850,60,22,37.3,7,2,High,Healthy,0.98,No Alert,No Change
TH02851,51,15,37.1,7,3,High,Healthy,0.2,No Alert,No Change
TH02852,36,13,38.0,4,2,High,Critical,0.99,Emergency,Veterinary Checkup
TH02853,44,14,36.9,4,1,Medium,Healthy,0.98,No Alert,No Change
TH02854,43,12,37.3,3,2,High,Healthy,1.0,No Alert,No Change
TH02855,48,17,37.7,2,1,High,Healthy,0.58,No Alert,No Change
TH02856,59,14,37.2,3,1,High,Healthy,0.97,No Alert,No Change
TH02857,53,14,37.9,8,1,High,Healthy,0.52,No Alert,No Change
TH02858,34,11,37.2,1,4,Medium,Critical,0.22,Emergency,Veterinary Checkup
TH02859,58,19,38.2,4,2,High,Healthy,0.38,No Alert,No Change
TH02860,48,15,37.4,7,4,High,Healthy,0.96,No Alert,No Change
TH02861,51,14,37.8,5,4,High,Healthy,0.21,No Alert,No Change
TH02862,59,18,37.9,2,2,High,Healthy,0.64,No Alert,No Change
TH02863,33,12,37.2,1,1,Medium,Critical,0.26,Emergency,Veterinary Checkup
TH02864,44,16,36.5,6,4,Medium,Critical,0.43,Emergency,Veterinary Checkup
TH02865,39,13,37.7,5,4,High,Critical,0.27,Emergency,Veterinary Checkup
TH02866,30,12,37.5,3,3,Medium,Critical,0.89,Emergency,Veterinary Checkup
TH02867,48,17,37.8,9,2,High,Healthy,0.67,No Alert,No Change
TH02868,70,22,37.4,3,4,Low,Healthy,0.92,No Alert,No Change
TH02869,30,9,37.3,2,2,Medium,Critical,0.75,Emergency,Veterinary Checkup
TH02870,44,12,38.5,5,2,High,Healthy,0.98,No Alert,No Change
TH02871,51,17,36.8,9,4,Medium,Healthy,0.61,No Alert,No Change
TH02872,46,18,37.9,8,2,High,Healthy,0.71,No Alert,No Change
TH02873,43,16,37.2,6,1,High,Healthy,0.66,No Alert,No Change
TH02874,32,13,37.3,3,4,Medium,Critical,0.59,Emergency,Veterinary Checkup
TH02875,47,15,37.3,6,4,High,Healthy,0.88,No Alert,No Change
TH02876,37,15,37.1,5,4,High,Critical,0.72,Emergency,Veterinary Checkup
TH02877,30,10,37.8,1,3,Medium,Critical,0.84,Emergency,Veterinary Checkup
TH02878,56,22,38.2,5,3,High,Healthy,0.83,No Alert,No Change
TH02879,54,18,37.7,7,3,High,Healthy,0.35,No Alert,No Change
TH02880,45,16,37.6,9,3,High,Healthy,0.72,No Alert,No Change
TH02881,47,19,37.0,1,4,High,Healthy,0.36,No Alert,No Change
TH02882,55,18,37.8,3,1,High,Healthy,0.67,No Alert,No Change
TH02883,47,16,38.6,8,2,High,Healthy,0.74,No Alert,No Change
TH02884,54,21,37.3,6,2,High,Healthy,1.0,No Alert,No Change
TH02885,42,14,37.3,5,4,High,Healthy,0.22,No Alert,No Change
TH02886,58,17,37.2,2,1,High,Healthy,0.27,No Alert,No Change
TH02887,48,20,37.3,3,2,High,Healthy,0.26,No Alert,No Change
TH02888,46,14,36.5,2,1,Medium,Critical,0.52,Emergency,Veterinary Checkup
TH02889,32,11,37.7,1,4,Medium,Critical,0.86,Emergency,Veterinary Checkup
TH02890,47,18,37.1,7,3,High,Healthy,0.88,No Alert,No Change
TH02891,36,11,36.7,3,1,Medium,Critical,0.79,Emergency,Veterinary Checkup
TH02892,38,11,37.9,7,2,High,Critical,0.92,Emergency,Veterinary Checkup
TH02893,36,13,37.0,7,2,High,Critical,0.46,Emergency,Veterinary Checkup
TH02894,34,8,37.3,8,2,Medium,Critical,0.27,Emergency,Veterinary Checkup
TH02895,66,21,38.2,1,3,Low,Healthy,0.25,No Alert,No Change
TH02896,58,20,36.8,5,1,Medium,Healthy,0.88,No Alert,No Change
TH02897,64,21,36.7,9,1,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02898,32,8,37.6,7,2,Medium,Critical,0.76,Emergency,Veterinary Checkup
TH02899,45,18,38.1,1,1,High,Healthy,0.47,No Alert,No Change
TH02900,32,11,36.7,8,2,Medium,Critical,0.5,Emergency,Veterinary Checkup
TH02901,38,16,37.7,3,1,High,Critical,0.97,Emergency,Veterinary Checkup
TH02902,35,11,37.8,4,3,High,Critical,0.25,Emergency,Veterinary Checkup
TH02903,57,17,36.5,4,3,Medium,Critical,0.82,Emergency,Veterinary Checkup
TH02904,41,14,37.9,8,4,High,Healthy,0.45,No Alert,No Change
TH02905,55,18,37.9,1,4,High,Healthy,0.23,No Alert,No Change
TH02906,51,15,37.3,8,4,High,Healthy,0.79,No Alert,No Change
TH02907,68,26,38.1,9,1,Low,Healthy,0.46,No Alert,No Change
TH02908,30,9,38.1,9,3,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02909,57,15,37.6,5,3,High,Healthy,0.77,No Alert,No Change
TH02910,56,21,37.3,4,3,High,Healthy,0.63,No Alert,No Change
TH02911,35,11,37.0,4,2,High,Critical,0.82,Emergency,Veterinary Checkup
TH02912,55,17,37.5,9,1,High,Healthy,0.66,No Alert,No Change
TH02913,48,12,37.8,8,1,High,Healthy,0.43,No Alert,No Change
TH02914,42,17,37.3,7,4,High,Healthy,0.79,No Alert,No Change
TH02915,36,9,36.5,3,2,Medium,Critical,0.67,Emergency,Veterinary Checkup
TH02916,37,12,38.1,4,2,High,Critical,0.21,Emergency,Veterinary Checkup
TH02917,65,23,37.6,9,3,High,Healthy,0.92,No Alert,No Change
TH02918,45,16,37.3,8,4,High,Healthy,0.64,No Alert,No Change
TH02919,52,17,37.9,1,1,High,Healthy,0.89,No Alert,No Change
TH02920,37,9,38.3,3,2,High,Critical,0.91,Emergency,Veterinary Checkup
TH02921,37,11,36.5,2,3,Medium,Critical,0.56,Emergency,Veterinary Checkup
TH02922,55,19,37.7,2,1,High,Healthy,0.61,No Alert,No Change
TH02923,31,9,36.8,8,3,Medium,Critical,0.53,Emergency,Veterinary Checkup
TH02924,40,14,37.7,6,1,High,Healthy,0.56,No Alert,No Change
TH02925,45,16,37.6,6,3,High,Healthy,0.92,No Alert,No Change
TH02926,46,17,37.8,4,1,High,Healthy,0.83,No Alert,No Change
TH02927,43,12,37.3,1,4,High,Healthy,0.3,No Alert,No Change
TH02928,48,20,36.6,7,1,Medium,Critical,0.69,Emergency,Veterinary Checkup
TH02929,51,19,37.3,8,1,High,Healthy,1.0,No Alert,No Change
TH02930,52,17,37.7,2,1,High,Healthy,0.68,No Alert,No Change
TH02931,35,14,38.0,2,3,High,Critical,0.83,Emergency,Veterinary Checkup
TH02932,42,19,36.9,1,2,Medium,Healthy,0.82,No Alert,No Change
TH02933,56,16,38.0,4,1,High,Healthy,0.48,No Alert,No Change
TH02934,53,17,37.2,6,1,High,Healthy,0.5,No Alert,No Change
TH02935,31,8,37.7,5,4,Medium,Critical,0.78,Emergency,Veterinary Checkup
TH02936,48,16,37.2,4,1,High,Healthy,0.6,No Alert,No Change
TH02937,30,11,37.6,4,4,Medium,Critical,0.66,Emergency,Veterinary Checkup
TH02938,45,15,37.9,7,1,High,Healthy,0.77,No Alert,No Change
TH02939,63,20,36.9,7,3,Medium,Healthy,0.82,No Alert,No Change
TH02940,35,8,37.2,2,2,High,Critical,0.42,Emergency,Veterinary Checkup
